time_s,node_type,node_id,channel_type,sat_id,beam_id,c_n_db,fspl_db,atm_loss_db,rx_power_dbw,sinr_db,rx_bytes
19.000000,UT,3,FORWARD_USER_CH,0,18,24.633712,183.962361,0.000000,-80.991575,24.633712,510
19.000000,UT,4,FORWARD_USER_CH,0,19,23.440308,182.104856,0.000000,-94.391741,23.440308,480
19.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
19.000000,GW,1,RETURN_FEEDER_CH,0,1,21.872296,183.696836,0.000000,-86.136165,21.872296,780
19.000000,GW,2,RETURN_FEEDER_CH,0,2,21.671769,185.031900,0.000000,-90.337050,21.671769,1200
19.500000,UT,1,FORWARD_USER_CH,0,18,24.651566,183.574608,0.000000,-79.619779,24.651566,540
19.500000,UT,2,FORWARD_USER_CH,0,31,24.655601,182.996725,0.000000,-79.239989,24.655601,540
19.500000,UT,3,FORWARD_USER_CH,0,18,24.634190,183.951621,0.000000,-80.959897,24.634190,540
19.500000,UT,4,FORWARD_USER_CH,0,19,23.423747,182.088483,0.000000,-94.457148,23.423747,510
19.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
19.500000,GW,1,RETURN_FEEDER_CH,0,1,21.869439,183.694349,0.000000,-86.233694,21.869439,810
19.500000,GW,2,RETURN_FEEDER_CH,0,2,21.660123,185.032607,0.000000,-90.494370,21.660123,1230
20.000000,UT,1,FORWARD_USER_CH,0,18,24.651696,183.564373,0.000000,-79.608060,24.651696,540
20.000000,UT,2,FORWARD_USER_CH,0,31,24.656368,182.986178,0.000000,-79.163897,24.656368,540
20.000000,UT,3,FORWARD_USER_CH,0,18,24.634661,183.940884,0.000000,-80.928494,24.634661,540
20.000000,UT,4,FORWARD_USER_CH,0,18,23.432421,182.018011,0.000000,-94.422981,23.432421,510
20.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
20.000000,GW,1,RETURN_FEEDER_CH,0,1,21.865817,183.691886,0.000000,-86.354349,21.865817,840
20.000000,GW,2,RETURN_FEEDER_CH,0,2,21.647861,185.033332,0.000000,-90.654511,21.647861,1260
20.500000,UT,1,FORWARD_USER_CH,0,18,24.651823,183.554146,0.000000,-79.596542,24.651823,570
20.500000,UT,2,FORWARD_USER_CH,0,31,24.657118,182.975643,0.000000,-79.088249,24.657118,570
20.500000,UT,3,FORWARD_USER_CH,0,18,24.635124,183.930151,0.000000,-80.897364,24.635124,570
20.500000,UT,4,FORWARD_USER_CH,0,18,23.443581,182.001610,0.000000,-94.378726,23.443581,540
20.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
20.500000,GW,1,RETURN_FEEDER_CH,0,1,21.865817,183.689446,0.000000,-86.354349,21.865817,840
20.500000,GW,2,RETURN_FEEDER_CH,0,2,21.634882,185.034075,0.000000,-90.818284,21.634882,1290
21.000000,UT,1,FORWARD_USER_CH,0,18,24.651948,183.543929,0.000000,-79.585224,24.651948,570
21.000000,UT,2,FORWARD_USER_CH,0,31,24.657851,182.965121,0.000000,-79.013040,24.657851,570
21.000000,UT,3,FORWARD_USER_CH,0,18,24.635580,183.919422,0.000000,-80.866502,24.635580,570
21.000000,UT,4,FORWARD_USER_CH,0,18,23.454385,181.985194,0.000000,-94.335559,23.454385,540
21.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
21.000000,GW,1,RETURN_FEEDER_CH,0,1,21.859951,183.687030,0.000000,-86.543119,21.859951,870
21.000000,GW,2,RETURN_FEEDER_CH,0,2,21.621795,185.034837,0.000000,-90.977858,21.621795,1350
21.500000,UT,1,FORWARD_USER_CH,0,18,24.652070,183.533721,0.000000,-79.574106,24.652070,600
21.500000,UT,2,FORWARD_USER_CH,0,31,24.658567,182.954610,0.000000,-78.938266,24.658567,600
21.500000,UT,3,FORWARD_USER_CH,0,18,24.636029,183.908697,0.000000,-80.835906,24.636029,600
21.500000,UT,4,FORWARD_USER_CH,0,18,23.464843,181.968765,0.000000,-94.293462,23.464843,570
21.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
21.500000,GW,1,RETURN_FEEDER_CH,0,1,21.859951,183.684637,0.000000,-86.543119,21.859951,870
21.500000,GW,2,RETURN_FEEDER_CH,0,2,21.608121,185.035616,0.000000,-91.139043,21.608121,1410
22.000000,UT,1,FORWARD_USER_CH,0,18,24.652186,183.523522,0.000000,-79.563535,24.652186,600
22.000000,UT,2,FORWARD_USER_CH,0,31,24.659267,182.944112,0.000000,-78.863920,24.659267,600
22.000000,UT,3,FORWARD_USER_CH,0,18,24.636471,183.897976,0.000000,-80.805560,24.636471,600
22.000000,UT,4,FORWARD_USER_CH,0,18,23.474974,181.952322,0.000000,-94.252392,23.474974,570
22.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
22.000000,GW,1,RETURN_FEEDER_CH,0,1,21.853354,183.682268,0.000000,-86.746351,21.853354,900
22.000000,GW,2,RETURN_FEEDER_CH,0,2,21.593664,185.036414,0.000000,-91.303715,21.593664,1440
22.500000,UT,1,FORWARD_USER_CH,0,18,24.652226,183.513333,0.000000,-79.559903,24.652226,630
22.500000,UT,2,FORWARD_USER_CH,0,31,24.659951,182.933626,0.000000,-78.789958,24.659951,630
22.500000,UT,3,FORWARD_USER_CH,0,18,24.636910,183.887259,0.000000,-80.775224,24.636910,630
22.500000,UT,4,FORWARD_USER_CH,0,18,23.484902,181.935864,0.000000,-94.211855,23.484902,600
22.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
22.500000,GW,1,RETURN_FEEDER_CH,0,1,21.853354,183.679922,0.000000,-86.746351,21.853354,900
22.500000,GW,2,RETURN_FEEDER_CH,0,2,21.578361,185.037230,0.000000,-91.472041,21.578361,1500
23.000000,UT,1,FORWARD_USER_CH,0,18,24.652262,183.503133,0.000000,-79.556574,24.652262,630
23.000000,UT,2,FORWARD_USER_CH,0,31,24.660622,182.923132,0.000000,-78.716247,24.660622,630
23.000000,UT,3,FORWARD_USER_CH,0,18,24.637343,183.876525,0.000000,-80.745087,24.637343,630
23.000000,UT,4,FORWARD_USER_CH,0,18,23.494544,181.919361,0.000000,-94.172212,23.494544,600
23.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
23.000000,GW,1,RETURN_FEEDER_CH,0,1,21.846343,183.677596,0.000000,-86.952675,21.846343,930
23.000000,GW,2,RETURN_FEEDER_CH,0,2,21.562109,185.038065,0.000000,-91.644552,21.562109,1530
23.500000,UT,1,FORWARD_USER_CH,0,18,24.652295,183.492963,0.000000,-79.553566,24.652295,660
23.500000,UT,2,FORWARD_USER_CH,0,31,24.661277,182.912672,0.000000,-78.643079,24.661277,660
23.500000,UT,3,FORWARD_USER_CH,0,18,24.637769,183.865817,0.000000,-80.715265,24.637769,660
23.500000,UT,4,FORWARD_USER_CH,0,18,23.503869,181.902876,0.000000,-94.133610,23.503869,630
23.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
23.500000,GW,1,RETURN_FEEDER_CH,0,1,21.846343,183.675298,0.000000,-86.952675,21.846343,930
23.500000,GW,2,RETURN_FEEDER_CH,0,2,21.544896,185.038917,0.000000,-91.820756,21.544896,1590
24.000000,UT,1,FORWARD_USER_CH,0,18,24.652324,183.482803,0.000000,-79.550871,24.652324,660
24.000000,UT,2,FORWARD_USER_CH,0,31,24.661918,182.902225,0.000000,-78.570303,24.661918,660
24.000000,UT,3,FORWARD_USER_CH,0,18,24.638188,183.855113,0.000000,-80.685696,24.638188,660
24.000000,UT,4,FORWARD_USER_CH,0,18,23.512905,181.886379,0.000000,-94.095952,23.512905,630
24.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
24.000000,GW,1,RETURN_FEEDER_CH,0,1,21.838761,183.673024,0.000000,-87.165678,21.838761,960
24.000000,GW,2,RETURN_FEEDER_CH,0,2,21.526604,185.039787,0.000000,-92.001206,21.526604,1620
24.500000,UT,1,FORWARD_USER_CH,0,18,24.652350,183.472654,0.000000,-79.548492,24.652350,690
24.500000,UT,2,FORWARD_USER_CH,0,31,24.662545,182.891792,0.000000,-78.497915,24.662545,690
24.500000,UT,3,FORWARD_USER_CH,0,18,24.638601,183.844413,0.000000,-80.656376,24.638601,690
24.500000,UT,4,FORWARD_USER_CH,0,18,23.521660,181.869867,0.000000,-94.059227,23.521660,660
24.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
24.500000,GW,1,RETURN_FEEDER_CH,0,1,21.838761,183.670774,0.000000,-87.165678,21.838761,960
24.500000,GW,2,RETURN_FEEDER_CH,0,2,21.507137,185.040675,0.000000,-92.186134,21.507137,1680
25.000000,UT,1,FORWARD_USER_CH,0,18,24.652375,183.462514,0.000000,-79.546216,24.652375,690
25.000000,UT,2,FORWARD_USER_CH,0,31,24.663142,182.881372,0.000000,-78.427757,24.663142,690
25.000000,UT,3,FORWARD_USER_CH,0,18,24.639014,183.833719,0.000000,-80.626849,24.639014,690
25.000000,UT,4,FORWARD_USER_CH,0,18,23.530544,181.853343,0.000000,-94.021717,23.530544,660
25.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
25.000000,GW,1,RETURN_FEEDER_CH,0,1,21.830556,183.668548,0.000000,-87.385378,21.830556,990
25.000000,GW,2,RETURN_FEEDER_CH,0,2,21.486389,185.041581,0.000000,-92.375791,21.486389,1710
25.500000,UT,1,FORWARD_USER_CH,0,18,24.652398,183.452385,0.000000,-79.544110,24.652398,720
25.500000,UT,2,FORWARD_USER_CH,0,31,24.663698,182.870965,0.000000,-78.361563,24.663698,720
25.500000,UT,3,FORWARD_USER_CH,0,18,24.639432,183.823029,0.000000,-80.596824,24.639432,720
25.500000,UT,4,FORWARD_USER_CH,0,18,23.539844,181.836805,0.000000,-93.982186,23.539844,690
25.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
25.500000,GW,1,RETURN_FEEDER_CH,0,1,21.830556,183.666345,0.000000,-87.385378,21.830556,990
25.500000,GW,2,RETURN_FEEDER_CH,0,2,21.464239,185.042505,0.000000,-92.570453,21.464239,1770
26.000000,UT,1,FORWARD_USER_CH,0,18,24.652414,183.442266,0.000000,-79.542686,24.652414,720
26.000000,UT,2,FORWARD_USER_CH,0,31,24.664239,182.860572,0.000000,-78.296027,24.664239,720
26.000000,UT,3,FORWARD_USER_CH,0,18,24.639841,183.812344,0.000000,-80.567177,24.639841,720
26.000000,UT,4,FORWARD_USER_CH,0,18,23.548804,181.820254,0.000000,-93.943836,23.548804,690
26.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
26.000000,GW,1,RETURN_FEEDER_CH,0,1,21.821679,183.664167,0.000000,-87.611600,21.821679,1020
26.000000,GW,2,RETURN_FEEDER_CH,0,2,21.442475,185.043447,0.000000,-92.754495,21.442475,1800
26.500000,UT,1,FORWARD_USER_CH,0,18,24.652422,183.432158,0.000000,-79.541950,24.652422,750
26.500000,UT,2,FORWARD_USER_CH,0,31,24.664767,182.850193,0.000000,-78.231135,24.664767,750
26.500000,UT,3,FORWARD_USER_CH,0,18,24.640242,183.801664,0.000000,-80.537902,24.640242,750
26.500000,UT,4,FORWARD_USER_CH,0,18,23.557434,181.803690,0.000000,-93.906650,23.557434,720
26.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
26.500000,GW,1,RETURN_FEEDER_CH,0,1,21.821679,183.662012,0.000000,-87.611600,21.821679,1020
26.500000,GW,2,RETURN_FEEDER_CH,0,2,21.419838,185.044407,0.000000,-92.938915,21.419838,1860
27.000000,UT,1,FORWARD_USER_CH,0,18,24.652421,183.422061,0.000000,-79.541962,24.652421,750
27.000000,UT,2,FORWARD_USER_CH,0,31,24.665285,182.839827,0.000000,-78.166544,24.665285,750
27.000000,UT,3,FORWARD_USER_CH,0,18,24.640625,183.790989,0.000000,-80.509821,24.640625,750
27.000000,UT,4,FORWARD_USER_CH,0,18,23.565812,181.787114,0.000000,-93.870315,23.565812,720
27.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
27.000000,GW,1,RETURN_FEEDER_CH,0,1,21.812488,183.659882,0.000000,-87.834483,21.812488,1050
27.000000,GW,2,RETURN_FEEDER_CH,0,2,21.395738,185.045384,0.000000,-93.128000,21.395738,1890
27.500000,UT,1,FORWARD_USER_CH,0,18,24.652411,183.411974,0.000000,-79.542922,24.652411,780
27.500000,UT,2,FORWARD_USER_CH,0,31,24.665804,182.829476,0.000000,-78.100866,24.665804,780
27.500000,UT,3,FORWARD_USER_CH,0,18,24.640940,183.780319,0.000000,-80.486505,24.640940,780
27.500000,UT,4,FORWARD_USER_CH,0,18,23.574265,181.770524,0.000000,-93.833418,23.574265,750
27.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
27.500000,GW,1,RETURN_FEEDER_CH,0,1,21.812488,183.657776,0.000000,-87.834483,21.812488,1050
27.500000,GW,2,RETURN_FEEDER_CH,0,2,21.370041,185.046380,0.000000,-93.322021,21.370041,1950
28.000000,UT,1,FORWARD_USER_CH,0,18,24.652394,183.401898,0.000000,-79.544510,24.652394,780
28.000000,UT,2,FORWARD_USER_CH,0,31,24.666310,182.819140,0.000000,-78.035851,24.666310,780
28.000000,UT,3,FORWARD_USER_CH,0,18,24.641249,183.769654,0.000000,-80.463602,24.641249,780
28.000000,UT,4,FORWARD_USER_CH,0,18,23.582456,181.753922,0.000000,-93.797432,23.582456,750
28.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
28.000000,GW,1,RETURN_FEEDER_CH,0,1,21.802358,183.655693,0.000000,-88.068093,21.802358,1080
28.000000,GW,2,RETURN_FEEDER_CH,0,2,21.342598,185.047394,0.000000,-93.521267,21.342598,1980
28.500000,UT,1,FORWARD_USER_CH,0,18,24.652369,183.391834,0.000000,-79.546731,24.652369,810
28.500000,UT,2,FORWARD_USER_CH,0,31,24.666804,182.808818,0.000000,-77.971485,24.666804,810
28.500000,UT,3,FORWARD_USER_CH,0,18,24.641550,183.758995,0.000000,-80.441108,24.641550,810
28.500000,UT,4,FORWARD_USER_CH,0,18,23.590392,181.737307,0.000000,-93.762343,23.590392,780
28.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
28.500000,GW,1,RETURN_FEEDER_CH,0,1,21.802358,183.653635,0.000000,-88.068093,21.802358,1080
28.500000,GW,2,RETURN_FEEDER_CH,0,2,21.313240,185.048426,0.000000,-93.726062,21.313240,2040
29.000000,UT,1,FORWARD_USER_CH,0,18,24.652338,183.381781,0.000000,-79.549588,24.652338,810
29.000000,UT,2,FORWARD_USER_CH,0,31,24.667286,182.798510,0.000000,-77.907753,24.667286,810
29.000000,UT,3,FORWARD_USER_CH,0,18,24.641845,183.748341,0.000000,-80.419020,24.641845,810
29.000000,UT,4,FORWARD_USER_CH,0,18,23.598080,181.720679,0.000000,-93.728141,23.598080,780
29.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
29.000000,GW,1,RETURN_FEEDER_CH,0,1,21.790993,183.651601,0.000000,-88.316634,21.790993,1110
29.000000,GW,2,RETURN_FEEDER_CH,0,2,21.281777,185.049475,0.000000,-93.936761,21.281777,2070
29.500000,UT,1,FORWARD_USER_CH,0,18,24.652300,183.371719,0.000000,-79.553097,24.652300,840
29.500000,UT,2,FORWARD_USER_CH,0,31,24.667757,182.788197,0.000000,-77.844515,24.667757,840
29.500000,UT,3,FORWARD_USER_CH,0,18,24.642133,183.737672,0.000000,-80.397293,24.642133,840
29.500000,UT,4,FORWARD_USER_CH,0,18,23.605540,181.704006,0.000000,-93.694750,23.605540,810
29.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
29.500000,GW,1,RETURN_FEEDER_CH,0,1,21.790993,183.649588,0.000000,-88.316634,21.790993,1110
29.500000,GW,2,RETURN_FEEDER_CH,0,2,21.247924,185.050545,0.000000,-94.154192,21.247924,2130
30.000000,UT,1,FORWARD_USER_CH,0,18,24.652255,183.361688,0.000000,-79.557249,24.652255,840
30.000000,UT,2,FORWARD_USER_CH,0,31,24.668216,182.777919,0.000000,-77.782009,24.668216,840
30.000000,UT,3,FORWARD_USER_CH,0,18,24.642414,183.727029,0.000000,-80.376010,24.642414,840
30.000000,UT,4,FORWARD_USER_CH,0,18,23.612750,181.687354,0.000000,-93.662293,23.612750,810
30.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
30.000000,GW,1,RETURN_FEEDER_CH,0,1,21.778380,183.647602,0.000000,-88.577490,21.778380,1140
30.000000,GW,2,RETURN_FEEDER_CH,0,2,21.211569,185.051631,0.000000,-94.377926,21.211569,2160
30.500000,UT,1,FORWARD_USER_CH,0,18,24.652202,183.351670,0.000000,-79.562057,24.652202,870
30.500000,UT,2,FORWARD_USER_CH,0,31,24.668664,182.767657,0.000000,-77.720095,24.668664,870
30.500000,UT,3,FORWARD_USER_CH,0,18,24.642689,183.716393,0.000000,-80.355125,24.642689,870
30.500000,UT,4,FORWARD_USER_CH,0,18,23.619728,181.670690,0.000000,-93.630694,23.619728,840
30.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
30.500000,GW,1,RETURN_FEEDER_CH,0,1,21.778380,183.645641,0.000000,-88.577490,21.778380,1140
30.500000,GW,2,RETURN_FEEDER_CH,0,2,21.172533,185.052734,0.000000,-94.607919,21.172533,2220
31.000000,UT,1,FORWARD_USER_CH,0,18,24.652142,183.341663,0.000000,-79.567526,24.652142,870
31.000000,UT,2,FORWARD_USER_CH,0,31,24.669102,182.757410,0.000000,-77.658760,24.669102,870
31.000000,UT,3,FORWARD_USER_CH,0,18,24.642957,183.705762,0.000000,-80.334635,24.642957,870
31.000000,UT,4,FORWARD_USER_CH,0,18,23.626481,181.654013,0.000000,-93.599944,23.626481,840
31.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
31.000000,GW,1,RETURN_FEEDER_CH,0,1,21.764465,183.643704,0.000000,-88.848961,21.764465,1170
31.000000,GW,2,RETURN_FEEDER_CH,0,2,21.135060,185.053855,0.000000,-94.819615,21.135060,2250
31.500000,UT,1,FORWARD_USER_CH,0,18,24.652075,183.331668,0.000000,-79.573666,24.652075,900
31.500000,UT,2,FORWARD_USER_CH,0,31,24.669530,182.747179,0.000000,-77.597992,24.669530,900
31.500000,UT,3,FORWARD_USER_CH,0,18,24.643218,183.695138,0.000000,-80.314538,24.643218,900
31.500000,UT,4,FORWARD_USER_CH,0,18,23.633014,181.637325,0.000000,-93.570035,23.633014,870
31.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
31.500000,GW,1,RETURN_FEEDER_CH,0,1,21.764465,183.641792,0.000000,-88.848961,21.764465,1170
31.500000,GW,2,RETURN_FEEDER_CH,0,2,21.094937,185.054994,0.000000,-95.037288,21.094937,2310
32.000000,UT,1,FORWARD_USER_CH,0,31,24.656108,183.267262,0.000000,-79.189861,24.656108,900
32.000000,UT,2,FORWARD_USER_CH,0,31,24.669947,182.736963,0.000000,-77.538019,24.669947,900
32.000000,UT,3,FORWARD_USER_CH,0,18,24.643489,183.684519,0.000000,-80.293642,24.643489,900
32.000000,UT,4,FORWARD_USER_CH,0,18,23.640000,181.620624,0.000000,-93.537871,23.640000,870
32.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
32.000000,GW,1,RETURN_FEEDER_CH,0,1,21.749117,183.639904,0.000000,-89.130868,21.749117,1200
32.000000,GW,2,RETURN_FEEDER_CH,0,2,21.051900,185.056151,0.000000,-95.261323,21.051900,2340
32.500000,UT,1,FORWARD_USER_CH,0,31,24.656766,183.257291,0.000000,-79.123894,24.656766,930
32.500000,UT,2,FORWARD_USER_CH,0,31,24.670344,182.726763,0.000000,-77.479997,24.670344,930
32.500000,UT,3,FORWARD_USER_CH,0,18,24.643771,183.673907,0.000000,-80.271824,24.643771,930
32.500000,UT,4,FORWARD_USER_CH,0,18,23.647721,181.603912,0.000000,-93.502104,23.647721,900
32.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
32.500000,GW,1,RETURN_FEEDER_CH,0,1,21.749117,183.638040,0.000000,-89.130868,21.749117,1200
32.500000,GW,2,RETURN_FEEDER_CH,0,2,21.024558,185.057326,0.000000,-95.398968,21.024558,2370
33.000000,UT,1,FORWARD_USER_CH,0,31,24.657412,183.247333,0.000000,-79.058247,24.657412,930
33.000000,UT,2,FORWARD_USER_CH,0,31,24.670735,182.716579,0.000000,-77.422219,24.670735,930
33.000000,UT,3,FORWARD_USER_CH,0,18,24.644047,183.663301,0.000000,-80.250280,24.644047,930
33.000000,UT,4,FORWARD_USER_CH,0,18,23.655192,181.587189,0.000000,-93.467274,23.655192,900
33.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
33.000000,GW,1,RETURN_FEEDER_CH,0,1,21.732074,183.636201,0.000000,-89.424908,21.732074,1260
33.000000,GW,2,RETURN_FEEDER_CH,0,2,20.957026,185.058518,0.000000,-95.724761,20.957026,2400
33.500000,UT,1,FORWARD_USER_CH,0,31,24.658045,183.237387,0.000000,-78.992918,24.658045,960
33.500000,UT,2,FORWARD_USER_CH,0,31,24.671118,182.706411,0.000000,-77.364684,24.671118,960
33.500000,UT,3,FORWARD_USER_CH,0,18,24.644319,183.652702,0.000000,-80.229007,24.644319,960
33.500000,UT,4,FORWARD_USER_CH,0,18,23.662420,181.570454,0.000000,-93.433368,23.662420,930
33.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
33.500000,GW,1,RETURN_FEEDER_CH,0,1,21.718990,183.634386,0.000000,-89.638589,21.718990,1290
33.500000,GW,2,RETURN_FEEDER_CH,0,2,20.927009,185.059729,0.000000,-95.863607,20.927009,2430
34.000000,UT,1,FORWARD_USER_CH,0,31,24.658665,183.227454,0.000000,-78.927904,24.658665,960
34.000000,UT,2,FORWARD_USER_CH,0,31,24.671496,182.696260,0.000000,-77.307389,24.671496,960
34.000000,UT,3,FORWARD_USER_CH,0,18,24.644586,183.642109,0.000000,-80.208003,24.644586,960
34.000000,UT,4,FORWARD_USER_CH,0,18,23.669410,181.553707,0.000000,-93.400376,23.669410,930
34.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
34.000000,GW,1,RETURN_FEEDER_CH,0,1,21.713060,183.632596,0.000000,-89.732277,21.713060,1320
34.000000,GW,2,RETURN_FEEDER_CH,0,2,20.850460,185.060957,0.000000,-96.202792,20.850460,2460
34.500000,UT,1,FORWARD_USER_CH,0,31,24.659273,183.217534,0.000000,-78.863202,24.659273,990
34.500000,UT,2,FORWARD_USER_CH,0,31,24.671867,182.686125,0.000000,-77.250333,24.671867,990
34.500000,UT,3,FORWARD_USER_CH,0,18,24.644848,183.631523,0.000000,-80.187267,24.644848,990
34.500000,UT,4,FORWARD_USER_CH,0,18,23.676169,181.536949,0.000000,-93.368289,23.676169,960
34.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
34.500000,GW,1,RETURN_FEEDER_CH,0,1,21.698400,183.630830,0.000000,-89.956102,21.698400,1350
34.500000,GW,2,RETURN_FEEDER_CH,0,2,20.814519,185.062203,0.000000,-96.355272,20.814519,2490
35.000000,UT,1,FORWARD_USER_CH,0,31,24.659870,183.207626,0.000000,-78.798811,24.659870,990
35.000000,UT,2,FORWARD_USER_CH,0,31,24.672231,182.676007,0.000000,-77.193515,24.672231,990
35.000000,UT,3,FORWARD_USER_CH,0,18,24.645106,183.620944,0.000000,-80.166798,24.645106,990
35.000000,UT,4,FORWARD_USER_CH,0,18,23.682701,181.520180,0.000000,-93.337096,23.682701,960
35.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
35.000000,GW,1,RETURN_FEEDER_CH,0,1,21.691737,183.629089,0.000000,-90.054366,21.691737,1380
35.000000,GW,2,RETURN_FEEDER_CH,0,2,20.722074,185.063466,0.000000,-96.729787,20.722074,2520
35.500000,UT,1,FORWARD_USER_CH,0,31,24.660456,183.197712,0.000000,-78.734599,24.660456,1020
35.500000,UT,2,FORWARD_USER_CH,0,31,24.672590,182.665886,0.000000,-77.136819,24.672590,1020
35.500000,UT,3,FORWARD_USER_CH,0,18,24.645359,183.610351,0.000000,-80.146553,24.645359,1020
35.500000,UT,4,FORWARD_USER_CH,0,18,23.689025,181.503367,0.000000,-93.306731,23.689025,990
35.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
35.500000,GW,1,RETURN_FEEDER_CH,0,1,21.675786,183.627369,0.000000,-90.281537,21.675786,1410
35.500000,GW,2,RETURN_FEEDER_CH,0,2,20.678121,185.064750,0.000000,-96.899717,20.678121,2550
36.000000,UT,1,FORWARD_USER_CH,0,31,24.661030,183.187831,0.000000,-78.670821,24.661030,1020
36.000000,UT,2,FORWARD_USER_CH,0,31,24.672942,182.655802,0.000000,-77.080472,24.672942,1020
36.000000,UT,3,FORWARD_USER_CH,0,18,24.645608,183.599786,0.000000,-80.126612,24.645608,1020
36.000000,UT,4,FORWARD_USER_CH,0,18,23.695120,181.486576,0.000000,-93.277305,23.695120,990
36.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
36.000000,GW,1,RETURN_FEEDER_CH,0,1,21.669077,183.625677,0.000000,-90.373891,21.669077,1440
36.000000,GW,2,RETURN_FEEDER_CH,0,2,20.578139,185.066050,0.000000,-97.268990,20.578139,2580
36.500000,UT,1,FORWARD_USER_CH,0,31,24.661593,183.177963,0.000000,-78.607346,24.661593,1050
36.500000,UT,2,FORWARD_USER_CH,0,31,24.673289,182.645735,0.000000,-77.024358,24.673289,1050
36.500000,UT,3,FORWARD_USER_CH,0,18,24.645852,183.589228,0.000000,-80.106932,24.645852,1050
36.500000,UT,4,FORWARD_USER_CH,0,18,23.701003,181.469775,0.000000,-93.248750,23.701003,1020
36.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
36.500000,GW,1,RETURN_FEEDER_CH,0,1,21.653300,183.624010,0.000000,-90.584155,21.653300,1470
36.500000,GW,2,RETURN_FEEDER_CH,0,2,20.532779,185.067366,0.000000,-97.429310,20.532779,2610
37.000000,UT,1,FORWARD_USER_CH,0,31,24.662142,183.168109,0.000000,-78.544580,24.662142,1050
37.000000,UT,2,FORWARD_USER_CH,0,31,24.673625,182.635686,0.000000,-76.969185,24.673625,1050
37.000000,UT,3,FORWARD_USER_CH,0,18,24.646096,183.578677,0.000000,-80.087242,24.646096,1050
37.000000,UT,4,FORWARD_USER_CH,0,18,23.706727,181.452963,0.000000,-93.220819,23.706727,1020
37.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
37.000000,GW,1,RETURN_FEEDER_CH,0,1,21.646138,183.622368,0.000000,-90.676576,21.646138,1500
37.000000,GW,2,RETURN_FEEDER_CH,0,2,20.417235,185.068701,0.000000,-97.819667,20.417235,2640
37.500000,UT,1,FORWARD_USER_CH,0,31,24.662674,183.158268,0.000000,-78.482806,24.662674,1080
37.500000,UT,2,FORWARD_USER_CH,0,31,24.673948,182.625655,0.000000,-76.915418,24.673948,1080
37.500000,UT,3,FORWARD_USER_CH,0,18,24.646341,183.568134,0.000000,-80.067346,24.646341,1080
37.500000,UT,4,FORWARD_USER_CH,0,18,23.712337,181.436140,0.000000,-93.193312,23.712337,1050
37.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
37.500000,GW,1,RETURN_FEEDER_CH,0,1,21.628402,183.620750,0.000000,-90.897967,21.628402,1530
37.500000,GW,2,RETURN_FEEDER_CH,0,2,20.363069,185.070053,0.000000,-97.994557,20.363069,2670
38.000000,UT,1,FORWARD_USER_CH,0,31,24.663197,183.148442,0.000000,-78.421322,24.663197,1080
38.000000,UT,2,FORWARD_USER_CH,0,31,24.674267,182.615641,0.000000,-76.861835,24.674267,1080
